employee_id,first_name,last_name,email,hire_date,department,gender,salary,region_id
991,Marquita,Seawell,mseawellri@technorati.com,07/09/14,Sports,F,38909,4
992,Katharine,Brussels,kbrusselsrj@cnet.com,02/10/03,Phones & Tablets,F,29806,5
993,Frank,Garnson,fgarnsonrk@bloglovin.com,26/12/13,Children Clothing,M,95828,7
994,Aurlie,Kindleysides,NULL,20/05/04,Device Repair,F,104822,3
995,Reese,Watkin,rwatkinrm@typepad.com,21/10/14,Toys,M,102169,3
996,Gardiner,Aron,garonrn@java.com,29/11/15,Garden,M,111859,1
997,Rhianna,Trynor,rtrynorro@uiuc.edu,07/04/05,Beauty,F,120753,7
998,Brandice,Gillicuddy,bgillicuddyrp@adobe.com,30/11/14,Phones & Tablets,F,134058,2
999,Kingston,Piwall,kpiwallrq@nyu.edu,07/07/12,Music,M,45679,7
1000,Jacquelin,Cassam,jcassamrr@cam.ac.uk,27/01/10,Music,F,28726,2
